STU_ID,X1SEX,X1RACE,X1SES,X1SESQ5,X4ATPRLVLA,S3CLGPELL
10309,Female,"Black/African-American, non-Hispanic",-.056,Third quintile,"No degree, enrolled at less-than-4-year",No
10310,Female,"White, non-Hispanic",-.3751,Second quintile,Unit non-response,Unit non-response
10311,Male,"Black/African-American, non-Hispanic",.4073,Fourth quintile,"No degree, not enrolled",Yes
10312,Female,"Asian, non-Hispanic",Unit non-response,Unit non-response,Item legitimate skip/NA,Don't know
10314,Female,"More than one race, non-Hispanic",-.755,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
10315,Male,"White, non-Hispanic",.4571,Fourth quintile,"No degree, enrolled at a 4-year",No
10316,Female,"White, non-Hispanic",1.0407,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10317,Male,"Black/African-American, non-Hispanic",.7185,Fifth quintile (highest),"No degree, enrolled at less-than-4-year",No
10318,Male,"White, non-Hispanic",-.1639,Third quintile,Unit non-response,No
10320,Female,"Asian, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
10321,Male,"Hispanic, no race specified",Unit non-response,Unit non-response,"No degree, not enrolled",Item legitimate skip/NA
10322,Male,"White, non-Hispanic",1.4893,Fifth quintile (highest),"No degree, enrolled at a 4-year",Don't know
10323,Female,"White, non-Hispanic",-.2213,Third quintile,"No degree, enrolled at a 4-year",No
10324,Female,"White, non-Hispanic",.7921,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
10325,Male,"Hispanic, race specified",-.4129,Second quintile,Unit non-response,Yes
10326,Female,"Asian, non-Hispanic",2.007,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
10327,Male,"Hispanic, race specified",-.8061,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
10328,Female,"White, non-Hispanic",2.5308,Fifth quintile (highest),Item legitimate skip/NA,Item legitimate skip/NA
10329,Female,"White, non-Hispanic",.3692,Fourth quintile,Unit non-response,Unit non-response
10330,Male,"White, non-Hispanic",-.4794,Second quintile,Unit non-response,Don't know
10331,Female,"White, non-Hispanic",.3282,Fourth quintile,"No degree, enrolled at a 4-year",No
10332,Male,"White, non-Hispanic",.6766,Fifth quintile (highest),Unit non-response,No
10333,Female,"Black/African-American, non-Hispanic",-1.5119,First quintile (lowest),Item legitimate skip/NA,No
10334,Female,"Hispanic, race specified",.4939,Fourth quintile,Attained associate's degree,Don't know
10335,Female,"Hispanic, race specified",-.3335,Third quintile,Attained associate's degree,Unit non-response
10336,Male,"White, non-Hispanic",.0885,Fourth quintile,"No degree, enrolled at less-than-4-year",No
10338,Male,"White, non-Hispanic",-.0176,Third quintile,Unit non-response,Don't know
10339,Male,"Hispanic, race specified",-.3118,Third quintile,"No degree, enrolled at a 4-year",Yes
10340,Male,"White, non-Hispanic",.4099,Fourth quintile,"No degree, enrolled at a 4-year",Unit non-response
10341,Male,"Hispanic, race specified",-1.1739,First quintile (lowest),Item legitimate skip/NA,Unit non-response
10342,Male,"Black/African-American, non-Hispanic",.5563,Fifth quintile (highest),Missing,Yes
10343,Male,"Hispanic, race specified",-.8471,First quintile (lowest),"No degree, not enrolled",Unit non-response
10344,Female,"White, non-Hispanic",.0502,Fourth quintile,Attained certificate,Don't know
10345,Male,"Asian, non-Hispanic",1.6564,Fifth quintile (highest),Unit non-response,Unit non-response
10346,Male,"Native Hawaiian/Pacific Islander, non-Hispanic",.1658,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
10347,Male,"Hispanic, race specified",-.2206,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
10348,Male,"Hispanic, race specified",1.1228,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
10349,Male,"Hispanic, race specified",-.9147,First quintile (lowest),Unit non-response,Unit non-response
10350,Female,"White, non-Hispanic",-.5231,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
10351,Male,"White, non-Hispanic",.1757,Fourth quintile,"No degree, not enrolled",Item legitimate skip/NA
10352,Female,"White, non-Hispanic",.1491,Fourth quintile,Unit non-response,No
10353,Female,"White, non-Hispanic",-1.1012,First quintile (lowest),Item legitimate skip/NA,No
10354,Male,"White, non-Hispanic",-.2903,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
10355,Male,"More than one race, non-Hispanic",2.0667,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10356,Female,"White, non-Hispanic",.0374,Third quintile,Item legitimate skip/NA,No
10357,Male,"White, non-Hispanic",.2551,Fourth quintile,"No degree, enrolled at a 4-year",Unit non-response
10359,Male,"Asian, non-Hispanic",-.3342,Third quintile,"No degree, enrolled at a 4-year",Yes
10360,Male,"Asian, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
10361,Male,"More than one race, non-Hispanic",-.4024,Second quintile,"No degree, not enrolled",Don't know
10362,Female,"White, non-Hispanic",-.6665,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
10363,Male,"White, non-Hispanic",2.3852,Fifth quintile (highest),"No degree, not enrolled",Yes
10364,Female,"White, non-Hispanic",-.1942,Third quintile,"No degree, enrolled at a 4-year",Yes
10365,Male,"White, non-Hispanic",1.3874,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10366,Female,"More than one race, non-Hispanic",-.6411,Second quintile,Item legitimate skip/NA,Unit non-response
10367,Male,"More than one race, non-Hispanic",-.3113,Third quintile,"No degree, enrolled at a 4-year",Yes
10368,Male,Missing,Unit non-response,Unit non-response,"No degree, not enrolled",No
10369,Male,"White, non-Hispanic",.2011,Fourth quintile,"No degree, enrolled at a 4-year",Yes
10372,Male,"White, non-Hispanic",2.4948,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
10373,Male,"White, non-Hispanic",.5303,Fourth quintile,"No degree, enrolled at a 4-year",No
10374,Male,"White, non-Hispanic",-.5983000000000001,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
10375,Male,"White, non-Hispanic",.6088,Fifth quintile (highest),"No degree, not enrolled",No
10376,Male,"White, non-Hispanic",1.3761,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10377,Male,"Hispanic, race specified",-.601,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
10378,Female,"Hispanic, race specified",-.8871,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
10379,Female,"White, non-Hispanic",1.0802,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
10380,Male,"Black/African-American, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
10381,Male,"Black/African-American, non-Hispanic",-.8968,First quintile (lowest),Unit non-response,Item legitimate skip/NA
10383,Male,"White, non-Hispanic",1.0162,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
10384,Female,"Black/African-American, non-Hispanic",-1.2098,First quintile (lowest),Unit non-response,Don't know
10385,Male,"White, non-Hispanic",1.1209,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10386,Female,"More than one race, non-Hispanic",1.3874,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10387,Female,"Hispanic, race specified",.1757,Fourth quintile,Unit non-response,No
10388,Male,"Black/African-American, non-Hispanic",-.5465,Second quintile,Unit non-response,Unit non-response
10389,Female,"Asian, non-Hispanic",1.1247,Fifth quintile (highest),Unit non-response,Yes
10390,Male,"White, non-Hispanic",1.5402,Fifth quintile (highest),Attained certificate,No
10391,Male,"Black/African-American, non-Hispanic",-.8371,First quintile (lowest),Item legitimate skip/NA,Unit non-response
10392,Female,"More than one race, non-Hispanic",1.0439,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10393,Female,"White, non-Hispanic",1.6071,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
10394,Male,"White, non-Hispanic",1.0698,Fifth quintile (highest),Unit non-response,No
10395,Female,"White, non-Hispanic",.0131,Third quintile,Item legitimate skip/NA,No
10396,Female,"White, non-Hispanic",.5109,Fourth quintile,"No degree, enrolled at a 4-year",Item not administered: abbreviated interview
10397,Male,"Black/African-American, non-Hispanic",.9828,Fifth quintile (highest),Unit non-response,Item not administered: abbreviated interview
10398,Male,"Asian, non-Hispanic",.0147,Third quintile,"No degree, enrolled at a 4-year",No
10399,Female,"White, non-Hispanic",-.0227,Third quintile,"No degree, enrolled at a 4-year",Yes
10400,Male,"More than one race, non-Hispanic",.7403,Fifth quintile (highest),"No degree, enrolled at a 4-year",Unit non-response
10401,Female,"Hispanic, race specified",-.324,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
10402,Male,"Black/African-American, non-Hispanic",.8577,Fifth quintile (highest),Attained associate's degree,No
10403,Male,"White, non-Hispanic",-.4522,Second quintile,Unit non-response,Don't know
10404,Male,"White, non-Hispanic",.9735,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10405,Male,"More than one race, non-Hispanic",-.0993,Third quintile,Unit non-response,Unit non-response
10406,Female,"More than one race, non-Hispanic",.3213,Fourth quintile,Item legitimate skip/NA,Item legitimate skip/NA
10408,Male,"White, non-Hispanic",-.3594,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
10409,Male,"White, non-Hispanic",1.3204,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10410,Female,"Hispanic, race specified",.0153,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
10411,Female,"Asian, non-Hispanic",1.0151,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
10412,Male,"Black/African-American, non-Hispanic",-.7606000000000001,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
10413,Female,"Hispanic, no race specified",Unit non-response,Unit non-response,Unit non-response,Unit non-response
10414,Female,"White, non-Hispanic",.3765,Fourth quintile,Unit non-response,Missing
10415,Female,"White, non-Hispanic",-.5439000000000001,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
10416,Female,"Hispanic, no race specified",-.4455,Second quintile,Item legitimate skip/NA,Item legitimate skip/NA
10417,Male,"White, non-Hispanic",1.2036,Fifth quintile (highest),"No degree, enrolled at a 4-year",Don't know
10418,Male,"Hispanic, race specified",-.1342,Third quintile,Unit non-response,Unit non-response
10419,Female,"White, non-Hispanic",.9661,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10421,Female,"Black/African-American, non-Hispanic",-.5656,Second quintile,Attained certificate,Unit non-response
10422,Male,"Black/African-American, non-Hispanic",.2344,Fourth quintile,"No degree, not enrolled",Unit non-response
10423,Male,"More than one race, non-Hispanic",.7237,Fifth quintile (highest),"No degree, not enrolled",No
10424,Male,"White, non-Hispanic",-.6931,Second quintile,Unit non-response,Item legitimate skip/NA
10425,Male,"White, non-Hispanic",.3094,Fourth quintile,"No degree, enrolled at a 4-year",No
10426,Male,"Black/African-American, non-Hispanic",-.0306,Third quintile,Missing,Item legitimate skip/NA
10427,Male,"Asian, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at a 4-year",Yes
10428,Female,"White, non-Hispanic",-.1121,Third quintile,Unit non-response,Unit non-response
10429,Female,"Black/African-American, non-Hispanic",-.8914,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
10430,Female,"More than one race, non-Hispanic",.6725,Fifth quintile (highest),Unit non-response,Unit non-response
10431,Female,"Black/African-American, non-Hispanic",-.43,Second quintile,"No degree, enrolled at less-than-4-year",Yes
10432,Male,"Hispanic, race specified",-.5845,Second quintile,Unit non-response,Unit non-response
10433,Female,"White, non-Hispanic",-.0817,Third quintile,"No degree, enrolled at less-than-4-year",Unit non-response
10434,Female,"Asian, non-Hispanic",.1751,Fourth quintile,Attained certificate,Item legitimate skip/NA
10435,Male,"Black/African-American, non-Hispanic",-.3755,Second quintile,"No degree, not enrolled",Yes
10436,Female,"White, non-Hispanic",.494,Fourth quintile,"No degree, enrolled at a 4-year",Don't know
10437,Male,"White, non-Hispanic",1.6709,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10438,Male,"Asian, non-Hispanic",Unit non-response,Unit non-response,"No degree, enrolled at less-than-4-year",Item not administered: abbreviated interview
10439,Male,"Black/African-American, non-Hispanic",-.43,Second quintile,Attained certificate,No
10440,Male,"White, non-Hispanic",.2028,Fourth quintile,Unit non-response,Unit non-response
10441,Male,"Native Hawaiian/Pacific Islander, non-Hispanic",.1538,Fourth quintile,"No degree, enrolled at a 4-year",Unit non-response
10442,Female,"Hispanic, race specified",-1.2698,First quintile (lowest),Item legitimate skip/NA,Yes
10443,Female,"Black/African-American, non-Hispanic",1.5335,Fifth quintile (highest),"No degree, enrolled at a 4-year",No
10444,Male,"White, non-Hispanic",-.4907,Second quintile,Unit non-response,Item legitimate skip/NA
10445,Female,"White, non-Hispanic",.6538,Fifth quintile (highest),"No degree, enrolled at a 4-year",Yes
10446,Female,"Hispanic, race specified",-.8685,First quintile (lowest),"No degree, not enrolled",Item legitimate skip/NA
10447,Male,"Asian, non-Hispanic",-.8993,First quintile (lowest),"No degree, enrolled at a 4-year",Yes
10448,Male,"White, non-Hispanic",.4745,Fourth quintile,"No degree, enrolled at a 4-year",Yes
10449,Male,"White, non-Hispanic",1.567,Fifth quintile (highest),Item legitimate skip/NA,Item legitimate skip/NA
10450,Male,"Asian, non-Hispanic",-.9992,First quintile (lowest),Unit non-response,Yes
10451,Female,"Hispanic, race specified",-1.0941,First quintile (lowest),"No degree, not enrolled",No
10452,Male,"Hispanic, race specified",-.3332,Third quintile,"No degree, enrolled at less-than-4-year",No
10453,Male,"Hispanic, race specified",.4963,Fourth quintile,Unit non-response,Unit non-response
10454,Male,Missing,Unit non-response,Unit non-response,Unit non-response,Don't know
10456,Male,"Asian, non-Hispanic",-.4129,Second quintile,"No degree, enrolled at a 4-year",Yes
10457,Female,"White, non-Hispanic",.7665,Fifth quintile (highest),Unit non-response,Don't know
10458,Female,"Asian, non-Hispanic",-.0296,Third quintile,"No degree, enrolled at a 4-year",Yes
10459,Male,"Black/African-American, non-Hispanic",.0332,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
10460,Female,"White, non-Hispanic",-.8132,First quintile (lowest),Item legitimate skip/NA,Item legitimate skip/NA
10461,Male,"White, non-Hispanic",-.1646,Third quintile,Item legitimate skip/NA,Item legitimate skip/NA
10463,Female,Missing,Unit non-response,Unit non-response,Unit non-response,No
